nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 2145  Val samples: 543

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 3 [270/537] loss=0.1134 mask=0.0937 iou=0.0197
  Epoch 3 [280/537] loss=0.1136 mask=0.0938 iou=0.0198
  Epoch 3 [290/537] loss=0.1142 mask=0.0942 iou=0.0200
  Epoch 3 [300/537] loss=0.1141 mask=0.0937 iou=0.0204
  Epoch 3 [310/537] loss=0.1139 mask=0.0938 iou=0.0201
  Epoch 3 [320/537] loss=0.1137 mask=0.0936 iou=0.0201
  Epoch 3 [330/537] loss=0.1127 mask=0.0928 iou=0.0199
  Epoch 3 [340/537] loss=0.1119 mask=0.0922 iou=0.0197
  Epoch 3 [350/537] loss=0.1139 mask=0.0934 iou=0.0204
  Epoch 3 [360/537] loss=0.1135 mask=0.0932 iou=0.0204
  Epoch 3 [370/537] loss=0.1144 mask=0.0939 iou=0.0205
  Epoch 3 [380/537] loss=0.1138 mask=0.0933 iou=0.0205
  Epoch 3 [390/537] loss=0.1140 mask=0.0934 iou=0.0205
  Epoch 3 [400/537] loss=0.1138 mask=0.0933 iou=0.0204
  Epoch 3 [410/537] loss=0.1135 mask=0.0930 iou=0.0205
  Epoch 3 [420/537] loss=0.1143 mask=0.0934 iou=0.0209
  Epoch 3 [430/537] loss=0.1136 mask=0.0929 iou=0.0207
  Epoch 3 [440/537] loss=0.1136 mask=0.0930 iou=0.0206
  Epoch 3 [450/537] loss=0.1130 mask=0.0926 iou=0.0204
  Epoch 3 [460/537] loss=0.1131 mask=0.0926 iou=0.0205
  Epoch 3 [470/537] loss=0.1149 mask=0.0939 iou=0.0210
  Epoch 3 [480/537] loss=0.1149 mask=0.0937 iou=0.0212
  Epoch 3 [490/537] loss=0.1143 mask=0.0933 iou=0.0210
  Epoch 3 [500/537] loss=0.1138 mask=0.0931 iou=0.0208
  Epoch 3 [510/537] loss=0.1136 mask=0.0929 iou=0.0207
  Epoch 3 [520/537] loss=0.1142 mask=0.0933 iou=0.0209
  Epoch 3 [530/537] loss=0.1138 mask=0.0929 iou=0.0209
  Train: loss=0.1158 mask=0.0949 iou=0.0210 time=451.2s
  Val epoch 3: loss=0.2041
  Saved best phase1 model (val_loss=0.2041)

=== Phase1 Epoch 4/49 ===
  Epoch 4 [10/537] loss=0.0771 mask=0.0684 iou=0.0087
  Epoch 4 [20/537] loss=0.0976 mask=0.0813 iou=0.0163
  Epoch 4 [30/537] loss=0.0938 mask=0.0794 iou=0.0144
  Epoch 4 [40/537] loss=0.1001 mask=0.0825 iou=0.0176
  Epoch 4 [50/537] loss=0.1011 mask=0.0835 iou=0.0176
  Epoch 4 [60/537] loss=0.1048 mask=0.0870 iou=0.0179
  Epoch 4 [70/537] loss=0.1041 mask=0.0862 iou=0.0179
  Epoch 4 [80/537] loss=0.1084 mask=0.0894 iou=0.0189
  Epoch 4 [90/537] loss=0.1067 mask=0.0884 iou=0.0183
  Epoch 4 [100/537] loss=0.1058 mask=0.0881 iou=0.0177
  Epoch 4 [110/537] loss=0.1078 mask=0.0893 iou=0.0185
  Epoch 4 [120/537] loss=0.1056 mask=0.0874 iou=0.0181
  Epoch 4 [130/537] loss=0.1051 mask=0.0869 iou=0.0181
  Epoch 4 [140/537] loss=0.1042 mask=0.0862 iou=0.0180
  Epoch 4 [150/537] loss=0.1042 mask=0.0862 iou=0.0179
  Epoch 4 [160/537] loss=0.1059 mask=0.0875 iou=0.0184
  Epoch 4 [170/537] loss=0.1070 mask=0.0883 iou=0.0188
  Epoch 4 [180/537] loss=0.1092 mask=0.0898 iou=0.0194
  Epoch 4 [190/537] loss=0.1091 mask=0.0896 iou=0.0194
  Epoch 4 [200/537] loss=0.1101 mask=0.0904 iou=0.0197
  Epoch 4 [210/537] loss=0.1102 mask=0.0904 iou=0.0198
  Epoch 4 [220/537] loss=0.1105 mask=0.0903 iou=0.0201
  Epoch 4 [230/537] loss=0.1110 mask=0.0908 iou=0.0202
  Epoch 4 [240/537] loss=0.1107 mask=0.0906 iou=0.0201
  Epoch 4 [250/537] loss=0.1119 mask=0.0915 iou=0.0204
  Epoch 4 [260/537] loss=0.1120 mask=0.0916 iou=0.0204
  Epoch 4 [270/537] loss=0.1128 mask=0.0923 iou=0.0205
  Epoch 4 [280/537] loss=0.1129 mask=0.0924 iou=0.0205
  Epoch 4 [290/537] loss=0.1119 mask=0.0915 iou=0.0204
  Epoch 4 [300/537] loss=0.1104 mask=0.0902 iou=0.0202
  Epoch 4 [310/537] loss=0.1104 mask=0.0900 iou=0.0203
  Epoch 4 [320/537] loss=0.1105 mask=0.0901 iou=0.0204
  Epoch 4 [330/537] loss=0.1099 mask=0.0896 iou=0.0203
  Epoch 4 [340/537] loss=0.1125 mask=0.0914 iou=0.0210
  Epoch 4 [350/537] loss=0.1128 mask=0.0916 iou=0.0213
  Epoch 4 [360/537] loss=0.1124 mask=0.0913 iou=0.0211
  Epoch 4 [370/537] loss=0.1120 mask=0.0911 iou=0.0210
  Epoch 4 [380/537] loss=0.1116 mask=0.0907 iou=0.0208
  Epoch 4 [390/537] loss=0.1109 mask=0.0903 iou=0.0206
  Epoch 4 [400/537] loss=0.1108 mask=0.0904 iou=0.0204
  Epoch 4 [410/537] loss=0.1111 mask=0.0906 iou=0.0205
  Epoch 4 [420/537] loss=0.1104 mask=0.0901 iou=0.0203
  Epoch 4 [430/537] loss=0.1098 mask=0.0897 iou=0.0201
  Epoch 4 [440/537] loss=0.1096 mask=0.0895 iou=0.0200
  Epoch 4 [450/537] loss=0.1103 mask=0.0900 iou=0.0203
  Epoch 4 [460/537] loss=0.1106 mask=0.0902 iou=0.0204
  Epoch 4 [470/537] loss=0.1108 mask=0.0904 iou=0.0203
  Epoch 4 [480/537] loss=0.1117 mask=0.0913 iou=0.0205
  Epoch 4 [490/537] loss=0.1115 mask=0.0911 iou=0.0204
  Epoch 4 [500/537] loss=0.1114 mask=0.0910 iou=0.0204
  Epoch 4 [510/537] loss=0.1112 mask=0.0908 iou=0.0204
  Epoch 4 [520/537] loss=0.1112 mask=0.0909 iou=0.0203
  Epoch 4 [530/537] loss=0.1119 mask=0.0915 iou=0.0203
  Train: loss=0.1136 mask=0.0932 iou=0.0203 time=465.6s
  Val epoch 4: loss=0.1865
  Saved best phase1 model (val_loss=0.1865)

=== Phase1 Epoch 5/49 ===
  Epoch 5 [10/537] loss=0.0858 mask=0.0712 iou=0.0146
  Epoch 5 [20/537] loss=0.0903 mask=0.0743 iou=0.0160
  Epoch 5 [30/537] loss=0.0956 mask=0.0789 iou=0.0168
  Epoch 5 [40/537] loss=0.1006 mask=0.0816 iou=0.0190
  Epoch 5 [50/537] loss=0.0991 mask=0.0810 iou=0.0181
  Epoch 5 [60/537] loss=0.1004 mask=0.0816 iou=0.0188
  Epoch 5 [70/537] loss=0.1067 mask=0.0868 iou=0.0200
  Epoch 5 [80/537] loss=0.1057 mask=0.0859 iou=0.0198
  Epoch 5 [90/537] loss=0.1034 mask=0.0840 iou=0.0194
  Epoch 5 [100/537] loss=0.1024 mask=0.0830 iou=0.0194
  Epoch 5 [110/537] loss=0.1040 mask=0.0844 iou=0.0196
  Epoch 5 [120/537] loss=0.1032 mask=0.0840 iou=0.0192
  Epoch 5 [130/537] loss=0.1034 mask=0.0840 iou=0.0194
  Epoch 5 [140/537] loss=0.1020 mask=0.0830 iou=0.0190
  Epoch 5 [150/537] loss=0.1017 mask=0.0831 iou=0.0186
  Epoch 5 [160/537] loss=0.1043 mask=0.0853 iou=0.0190
  Epoch 5 [170/537] loss=0.1061 mask=0.0864 iou=0.0197
  Epoch 5 [180/537] loss=0.1075 mask=0.0876 iou=0.0199
  Epoch 5 [190/537] loss=0.1088 mask=0.0882 iou=0.0206
  Epoch 5 [200/537] loss=0.1087 mask=0.0880 iou=0.0207
  Epoch 5 [210/537] loss=0.1082 mask=0.0876 iou=0.0206
  Epoch 5 [220/537] loss=0.1069 mask=0.0867 iou=0.0202
  Epoch 5 [230/537] loss=0.1068 mask=0.0867 iou=0.0201
  Epoch 5 [240/537] loss=0.1067 mask=0.0868 iou=0.0199
  Epoch 5 [250/537] loss=0.1073 mask=0.0873 iou=0.0200
  Epoch 5 [260/537] loss=0.1062 mask=0.0866 iou=0.0196
  Epoch 5 [270/537] loss=0.1069 mask=0.0871 iou=0.0198
  Epoch 5 [280/537] loss=0.1072 mask=0.0875 iou=0.0197
  Epoch 5 [290/537] loss=0.1090 mask=0.0890 iou=0.0200
  Epoch 5 [300/537] loss=0.1092 mask=0.0893 iou=0.0199
  Epoch 5 [310/537] loss=0.1083 mask=0.0886 iou=0.0197
  Epoch 5 [320/537] loss=0.1078 mask=0.0882 iou=0.0196
  Epoch 5 [330/537] loss=0.1078 mask=0.0882 iou=0.0196
  Epoch 5 [340/537] loss=0.1073 mask=0.0878 iou=0.0194
  Epoch 5 [350/537] loss=0.1064 mask=0.0872 iou=0.0192
  Epoch 5 [360/537] loss=0.1072 mask=0.0878 iou=0.0194
  Epoch 5 [370/537] loss=0.1070 mask=0.0877 iou=0.0193
  Epoch 5 [380/537] loss=0.1068 mask=0.0876 iou=0.0193
  Epoch 5 [390/537] loss=0.1070 mask=0.0876 iou=0.0194
  Epoch 5 [400/537] loss=0.1069 mask=0.0875 iou=0.0195
  Epoch 5 [410/537] loss=0.1070 mask=0.0875 iou=0.0195
  Epoch 5 [420/537] loss=0.1068 mask=0.0874 iou=0.0194
  Epoch 5 [430/537] loss=0.1068 mask=0.0875 iou=0.0193
  Epoch 5 [440/537] loss=0.1072 mask=0.0878 iou=0.0193
  Epoch 5 [450/537] loss=0.1067 mask=0.0875 iou=0.0191
  Epoch 5 [460/537] loss=0.1068 mask=0.0876 iou=0.0192
  Epoch 5 [470/537] loss=0.1066 mask=0.0875 iou=0.0192
  Epoch 5 [480/537] loss=0.1063 mask=0.0872 iou=0.0191
  Epoch 5 [490/537] loss=0.1064 mask=0.0873 iou=0.0191
  Epoch 5 [500/537] loss=0.1061 mask=0.0872 iou=0.0189
  Epoch 5 [510/537] loss=0.1061 mask=0.0872 iou=0.0189
  Epoch 5 [520/537] loss=0.1058 mask=0.0870 iou=0.0188
  Epoch 5 [530/537] loss=0.1057 mask=0.0869 iou=0.0187
  Train: loss=0.1072 mask=0.0886 iou=0.0187 time=580.4s
  Val epoch 5: loss=0.1981

=== Phase1 Epoch 6/49 ===
  Epoch 6 [10/537] loss=0.0826 mask=0.0732 iou=0.0095
  Epoch 6 [20/537] loss=0.0990 mask=0.0825 iou=0.0164
  Epoch 6 [30/537] loss=0.0964 mask=0.0811 iou=0.0153
  Epoch 6 [40/537] loss=0.0969 mask=0.0811 iou=0.0158
  Epoch 6 [50/537] loss=0.0946 mask=0.0793 iou=0.0152
  Epoch 6 [60/537] loss=0.0961 mask=0.0811 iou=0.0150
  Epoch 6 [70/537] loss=0.0966 mask=0.0808 iou=0.0158
  Epoch 6 [80/537] loss=0.0972 mask=0.0810 iou=0.0163
  Epoch 6 [90/537] loss=0.1006 mask=0.0830 iou=0.0176
  Epoch 6 [100/537] loss=0.0984 mask=0.0815 iou=0.0169
