nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 880  Val samples: 220

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 6 [60/440] loss=0.1121 mask=0.0986 iou=0.0135
  Epoch 6 [70/440] loss=0.1150 mask=0.1014 iou=0.0137
  Epoch 6 [80/440] loss=0.1180 mask=0.1031 iou=0.0149
  Epoch 6 [90/440] loss=0.1253 mask=0.1089 iou=0.0163
  Epoch 6 [100/440] loss=0.1279 mask=0.1117 iou=0.0162
  Epoch 6 [110/440] loss=0.1224 mask=0.1069 iou=0.0156
  Epoch 6 [120/440] loss=0.1210 mask=0.1059 iou=0.0151
  Epoch 6 [130/440] loss=0.1267 mask=0.1110 iou=0.0156
  Epoch 6 [140/440] loss=0.1219 mask=0.1070 iou=0.0149
  Epoch 6 [150/440] loss=0.1208 mask=0.1064 iou=0.0145
  Epoch 6 [160/440] loss=0.1182 mask=0.1045 iou=0.0138
  Epoch 6 [170/440] loss=0.1160 mask=0.1027 iou=0.0133
  Epoch 6 [180/440] loss=0.1173 mask=0.1034 iou=0.0139
  Epoch 6 [190/440] loss=0.1166 mask=0.1029 iou=0.0137
  Epoch 6 [200/440] loss=0.1164 mask=0.1031 iou=0.0133
  Epoch 6 [210/440] loss=0.1157 mask=0.1025 iou=0.0133
  Epoch 6 [220/440] loss=0.1147 mask=0.1016 iou=0.0131
  Epoch 6 [230/440] loss=0.1149 mask=0.1020 iou=0.0129
  Epoch 6 [240/440] loss=0.1149 mask=0.1022 iou=0.0127
  Epoch 6 [250/440] loss=0.1148 mask=0.1020 iou=0.0128
  Epoch 6 [260/440] loss=0.1134 mask=0.1009 iou=0.0124
  Epoch 6 [270/440] loss=0.1127 mask=0.1006 iou=0.0122
  Epoch 6 [280/440] loss=0.1150 mask=0.1024 iou=0.0126
  Epoch 6 [290/440] loss=0.1159 mask=0.1032 iou=0.0126
  Epoch 6 [300/440] loss=0.1153 mask=0.1025 iou=0.0128
  Epoch 6 [310/440] loss=0.1148 mask=0.1021 iou=0.0127
  Epoch 6 [320/440] loss=0.1149 mask=0.1022 iou=0.0127
  Epoch 6 [330/440] loss=0.1156 mask=0.1028 iou=0.0128
  Epoch 6 [340/440] loss=0.1165 mask=0.1032 iou=0.0133
  Epoch 6 [350/440] loss=0.1157 mask=0.1027 iou=0.0131
  Epoch 6 [360/440] loss=0.1158 mask=0.1027 iou=0.0131
  Epoch 6 [370/440] loss=0.1145 mask=0.1017 iou=0.0128
  Epoch 6 [380/440] loss=0.1149 mask=0.1019 iou=0.0130
  Epoch 6 [390/440] loss=0.1145 mask=0.1017 iou=0.0128
  Epoch 6 [400/440] loss=0.1151 mask=0.1022 iou=0.0129
  Epoch 6 [410/440] loss=0.1150 mask=0.1021 iou=0.0128
  Epoch 6 [420/440] loss=0.1142 mask=0.1015 iou=0.0126
  Epoch 6 [430/440] loss=0.1147 mask=0.1020 iou=0.0127
  Epoch 6 [440/440] loss=0.1143 mask=0.1018 iou=0.0126
  Train: loss=0.1143 mask=0.1018 iou=0.0126 time=206.4s
  Val epoch 6: loss=0.1289
  Saved best phase1 model (val_loss=0.1289)

=== Phase1 Epoch 7/49 ===
  Epoch 7 [10/440] loss=0.1038 mask=0.0973 iou=0.0065
  Epoch 7 [20/440] loss=0.0956 mask=0.0906 iou=0.0049
  Epoch 7 [30/440] loss=0.1034 mask=0.0940 iou=0.0095
  Epoch 7 [40/440] loss=0.0965 mask=0.0885 iou=0.0080
  Epoch 7 [50/440] loss=0.0984 mask=0.0890 iou=0.0094
  Epoch 7 [60/440] loss=0.1016 mask=0.0907 iou=0.0109
  Epoch 7 [70/440] loss=0.1061 mask=0.0960 iou=0.0101
  Epoch 7 [80/440] loss=0.1039 mask=0.0939 iou=0.0100
  Epoch 7 [90/440] loss=0.1021 mask=0.0924 iou=0.0097
  Epoch 7 [100/440] loss=0.1036 mask=0.0937 iou=0.0099
  Epoch 7 [110/440] loss=0.1064 mask=0.0964 iou=0.0100
  Epoch 7 [120/440] loss=0.1064 mask=0.0964 iou=0.0100
  Epoch 7 [130/440] loss=0.1064 mask=0.0964 iou=0.0100
  Epoch 7 [140/440] loss=0.1036 mask=0.0937 iou=0.0099
  Epoch 7 [150/440] loss=0.1045 mask=0.0945 iou=0.0099
  Epoch 7 [160/440] loss=0.1065 mask=0.0957 iou=0.0108
  Epoch 7 [170/440] loss=0.1062 mask=0.0955 iou=0.0108
  Epoch 7 [180/440] loss=0.1062 mask=0.0954 iou=0.0108
  Epoch 7 [190/440] loss=0.1081 mask=0.0966 iou=0.0115
  Epoch 7 [200/440] loss=0.1089 mask=0.0970 iou=0.0119
  Epoch 7 [210/440] loss=0.1080 mask=0.0964 iou=0.0117
  Epoch 7 [220/440] loss=0.1061 mask=0.0947 iou=0.0114
  Epoch 7 [230/440] loss=0.1060 mask=0.0946 iou=0.0114
